mandicode,mandiname,statecode,latitude,longitude,centreid
1534,Khujner,19,23.7871632,76.6224981,9
8,Lanka,22,25.9166670,92.9500000,19
457,Kangra(Jaisinghpur),10,32.0998031,76.2691006,17
993,Vengeri(Kozhikode),27,11.3044796,75.7967371,39
1181,Sajapur,19,23.4272938,76.2729839,28
148,Mumbai,2,19.0759837,72.8776559,44
317,Rampur,17,28.7893041,79.0249516,25
1073,Karwar,13,14.8000000,74.1300000,48
466,Nedumangadu,27,8.6080226,77.0046260,68
236,Lehra Gaga,3,29.9400000,75.8100000,26
921,Doddaballa Pur,13,13.2927263,77.5389069,7
302,Jhansi,17,25.4484257,78.5684594,24
418,Madlauda,16,29.4032893,76.8014102,35
81,Kangra(Jassour),10,32.0998031,76.2691006,17
272,Aliganj,17,26.9040540,80.9452724,40
1032,Bharatpur,20,27.2169810,77.4895150,2
577,Kalna,6,23.2200000,88.3700000,37
1444,Forbesganj,26,26.2992736,87.2666121,53
444,Barwala(Hisar),16,29.3641876,75.9056753,26
282,Bareilly,17,28.3670355,79.4304381,25
1140,Annur,11,11.2321032,77.1067160,13
1412,Aurangabad,26,24.7500000,84.3700000,50
613,Angamaly,27,10.1849092,76.3753046,21
750,Kalpi,17,26.1209624,79.7483995,34
1247,Panchkul(Kalka),16,30.6942091,76.8605650,49
1351,Chaurai,19,22.0528825,79.2479342,46
265,Jodhpur(F&V)(Bhadwasia),20,26.2389469,73.0243094,33
92,Samba,18,32.5530092,75.1107527,32
371,Kanjirappally,27,9.5572705,76.7894349,21
919,Nawan Shahar(Mandi Aur),3,29.8118385,71.2473286,6
478,Attabira,23,21.3690304,83.7756780,60
230,Khanauri,3,29.8376986,76.1116997,26
287,Etawah,17,26.8117116,79.0046898,24
755,Mathura,17,27.4924134,77.6736730,2
1480,Bettiah,26,26.8013890,84.5027780,50
101,Khunti,29,23.0797595,85.2774207,56
376,Aurangabad,2,24.7500000,84.3700000,50
1214,Jagalur,13,14.5200883,76.3376786,18
982,Bishnupur,6,23.0800000,87.3200000,37
1221,Dhilwan,3,31.5200000,75.3500000,5
32,Rajkot,14,22.3038945,70.8021599,55
286,Charra,17,27.9266720,78.3985240,2
596,Sampla,16,28.7775769,76.7711626,22
881,Jalalabad,17,27.7180417,79.6558242,34
1385,Kalpetta,27,11.5833985,76.0661527,72
1383,Ahmedabad,14,23.0225050,72.5713621,3
836,K.R. Pet,13,13.2370691,75.7596233,43
23,Gondal,14,21.9619463,70.7922970,55
137,Sagar,19,23.8388050,78.7378068,59
